"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa.mir.151a",-0.280398665756558,10.44239587149,-4.08479144121226,5.06231173035291e-05,0.000100434099035344,0.365618810462188
"hsa.mir.151b",-0.495939987978052,0.300896908457332,-3.92424761276693,9.79349767100405e-05,0.000190229719159293,0.266346004723788
"hsa.mir.125b.2",-0.330292978180101,9.4803977121633,-4.05030563335703,5.84426573723286e-05,0.000114415512322544,0.248116988008119
"hsa.let.7a.1",0.231538166007221,13.1739781556729,4.04967606998553,5.85955453942946e-05,0.000114415512322544,0.214774874099965
"hsa.mir.616",0.700311715293033,-0.28617982404485,3.85640649940998,0.000128562644417273,0.000247133373465328,0.194388380118977
"hsa.mir.561",0.663196198342006,-0.0491561920213331,3.76878074007041,0.000181625224466727,0.000343790603454875,-0.155716035046431
"hsa.mir.625",0.324214550356684,5.91463250221112,3.88884117682273,0.00011293588236939,0.000218225064370019,-0.243312647507165
"hsa.mir.210",0.86439458654893,5.6945887786635,3.80752935754017,0.000156018864408137,0.000298365972656798,-0.521739725663437
"hsa.mir.503",0.828263527279032,0.42996266954885,3.65239106876756,0.000284440521020631,0.000530288609540975,-0.616351495001242
"hsa.mir.193a",-0.33092201485788,7.21452604157655,-3.79439621821911,0.000164289602071392,0.000312571499325571,-0.666941237531089
"hsa.mir.324",-0.282804544339879,4.50247084079596,-3.75919549800624,0.000188544765015198,0.000355076689444865,-0.689772478186979
"hsa.mir.3130.1",-0.640733666710671,0.182411179448598,-3.63973941558501,0.000298440591572994,0.000553607297367905,-0.778443782706698
"hsa.mir.196b",0.390695427555331,9.09564881007318,3.71557441523564,0.000223291566859973,0.000418389754065909,-0.993083933362112
"hsa.mir.135a.2",0.562470401367132,3.84727449148635,3.62878216020407,0.000311086063787563,0.000574193679926298,-1.09346680527755
"hsa.mir.449a",0.994635864877482,-1.2097829291785,3.48327673761023,0.00053441381546728,0.000962463716205635,-1.09654519069791
"hsa.mir.1277",0.603220244833846,-0.814004229303802,3.46942292219324,0.000562123396058632,0.00100747719776692,-1.15932578586769
"hsa.mir.495",0.349964295574402,2.5710709251532,3.52307360343818,0.000461748164016035,0.000838512133745131,-1.37614148917683
"hsa.mir.1255a",0.643408373161477,-0.755828578563788,3.40462067103127,0.000710479100928947,0.00124333842662566,-1.37698318873627
